id,nom,sexe,région,âge,culture
551,Modou Diallo,M,Sédhiou,43,mil
552,Bineta Sall,F,Sédhiou,53,riz
553,Seynabou Ndiaye,F,Saint-Louis,57,fruits
554,Khady Sow,F,Louga,41,riz
555,Modou Faye,M,Mbour,47,coton
556,Ousmane Ba,M,Saint-Louis,30,manioc
557,Mamadou Sarr Sow,M,Kolda,49,sésame
558,helene Sow,F,Mbour,57,légumes
559,Coumba Kane,F,Kaolack,57,sésame
560,Mamadou Diop Balde,M,Mbour,42,arachide
561,Bineta Ba,F,Mbour,50,légumes
562,Moussa Camara,M,Louga,60,fruits
563,helene Dabo,F,Matam,30,haricot
564,Maty Gassama,F,Thiès,62,patate douce
565,Coumba Koulibaly,F,Matam,61,sésame
566,Modou Balde,M,Tambacounda,20,fruits
567,Pape Camara,M,Thiès,22,patate douce
568,Mamadou Sarr Sy,M,Fatick,19,haricot
569,Mamadou Diop Barry,M,Kaolack,25,manioc
570,Aissatou Koulibaly,F,Tivaouane,53,sésame
571,Lamine Sow,M,Louga,63,légumes
572,Maty Camara,F,Matam,24,mil
573,Ousmane Diallo,M,Fatick,19,arachide
574,Cheikh Diagne,M,Thiès,20,coton
575,Mamadou Sow Kouyaté,M,Fatick,36,légumes
576,Modou Camara,M,Tivaouane,23,riz
577,Sidy Barry,M,Mbour,51,arachide
578,Mamadou Lamine Diagne,M,Mbour,52,arachide
579,Khady Traoré,F,Matam,44,mil
580,Mamadou Lamine Diallo,M,Mbour,52,arachide
581,Ousmane Traoré,M,Mbour,46,sésame
582,Mariama Sall,F,Louga,43,manioc
583,Seynabou Koulibaly,F,Kolda,52,coton
584,Rokhaya Diouf,F,Ziguinchor,44,arachide
585,Abdoulaye Traoré,M,Fatick,35,fruits
586,Ndeye Diallo,F,Kolda,51,arachide
587,Mamadou Boubacar Diouf,M,Mbour,55,mil
588,Rokhaya Sarr,F,Ziguinchor,45,manioc
589,Fatou Thiam,F,Ziguinchor,33,autres
590,Mamadou Ndiaye Gassama,M,Diourbel,65,riz
591,Ousmane Balde,M,Tivaouane,52,autres
592,helene Barry,F,Louga,27,manioc
593,Rokhaya Camara,F,Tivaouane,33,fruits
594,Mamadou Sow Keita,M,Tivaouane,63,manioc
595,Bineta Dieng,F,Tivaouane,33,riz
596,Ousmane Diakhate,M,Saint-Louis,20,patate douce
597,Coumba Diallo,F,Tambacounda,41,fruits
598,Abdoulaye Ba,M,Kolda,58,autres
599,Sidy Ndiaye,M,Sédhiou,20,fruits
600,Ousmane Diakhate,M,Sédhiou,32,légumes
601,Babacar Gassama,M,Kaolack,38,coton
602,Babacar Diakhate,M,Sédhiou,55,haricot
603,Mariama Ndiaye,F,Diourbel,45,autres
604,Abdoulaye Diakhate,M,Louga,64,igname
605,Ousmane Diouf,M,Fatick,55,mil
606,helene Sow,F,Tivaouane,46,haricot
607,Ousmane Sall,M,Kolda,25,haricot
608,Adama Ndiaye,F,Tivaouane,30,manioc
609,Adama Kouyaté,F,Louga,44,riz
610,helene Ndoye,F,Saint-Louis,24,patate douce
611,Lamine Sarr,M,Thiès,37,patate douce
612,Seynabou Fall,F,Fatick,35,autres
613,Khady Barry,F,Saint-Louis,60,manioc
614,Mamadou Diouf,M,Saint-Louis,52,patate douce
615,Mamadou Sarr Fofana,M,Diourbel,63,manioc
616,Mamadou Dieng,M,Kolda,41,igname
617,Seynabou Sow,F,Louga,62,sésame
618,Seynabou Bamba,F,Thiès,42,coton
619,Mariama Camara,F,Kolda,28,haricot
620,Aissatou Thiam,F,Fatick,61,arachide
621,Mamadou Boubacar Faye,M,Matam,63,manioc
622,Mariama Sy,F,Tambacounda,37,légumes
623,Cheikh Diakhate,M,Thiès,24,haricot
624,Aissatou Gueye,F,Diourbel,36,sésame
625,Mamadou Ndiaye Fofana,M,Saint-Louis,44,sésame
626,Modou Camara,M,Dakar,51,arachide
627,Mamadou Lamine Diouf,M,Thiès,61,sésame
628,helene Faye,F,Mbour,19,haricot
629,Rokhaya Ndoye,F,Thiès,39,fruits
630,Mamadou Lamine Senghor,M,Ziguinchor,38,légumes
631,Rokhaya Keita,F,Ziguinchor,55,igname
632,Bineta Keita,F,Mbour,59,arachide
633,helene Koulibaly,F,Louga,46,fruits
634,Modou Diouf,M,Louga,40,sésame
635,Mariama Traoré,F,Mbour,56,sésame
636,Cheikh Gueye,M,Kolda,61,haricot
637,Mamadou Ndiaye Keita,M,Mbour,35,sésame
638,Babacar Senghor,M,Matam,28,fruits
639,Khady Senghor,F,Saint-Louis,19,manioc
640,Mamadou Lamine Diop,M,Diourbel,32,manioc
641,Coumba Fall,F,Mbour,45,riz
642,Babacar Diagne,M,Diourbel,59,manioc
643,helene Sy,F,Kaolack,63,légumes
644,Mamadou Diop Diakhate,M,Ziguinchor,42,haricot
645,Fatou Dieng,F,Kaolack,48,haricot
646,Rokhaya Diallo,F,Mbour,21,fruits
647,Moussa Sall,M,Diourbel,46,fruits
648,Seynabou Ndoye,F,Kolda,48,sésame
649,Mamadou Ndiaye Ndoye,M,Matam,20,légumes
650,Pape Barry,M,Mbour,54,légumes
651,Ndeye Dieng,F,Diourbel,19,arachide
652,Adama Sarr,F,Louga,23,igname
653,Mariama Sy,F,Ziguinchor,19,igname
654,Ndeye Gueye,F,Fatick,59,autres
655,Cheikh Fall,M,Tivaouane,47,mais
656,Coumba Fall,F,Tambacounda,39,fruits
657,Mariama Diagne,F,Dakar,58,sésame
658,Pape Cissé,M,Matam,52,manioc
659,Mamadou Boubacar Kouyaté,M,Thiès,59,mil
660,Moussa Dabo,M,Sédhiou,51,autres
661,Mamadou Sarr Kane,M,Mbour,65,haricot
662,Sidy Ndoye,M,Tambacounda,57,haricot
663,Ibrahima Gueye,M,Kaolack,23,patate douce
664,Maty Kane,F,Thiès,46,patate douce
665,Ibrahima Gueye,M,Ziguinchor,19,sésame
666,Khady Dabo,F,Louga,49,haricot
667,Mamadou Sarr Keita,M,Matam,65,coton
668,helene Gassama,F,Ziguinchor,39,haricot
669,Rokhaya Keita,F,Sédhiou,41,mil
670,Mariama Sy,F,Thiès,30,igname
671,Babacar Toure,M,Fatick,56,fruits
672,Ndeye Koulibaly,F,Mbour,50,arachide
673,Rokhaya Gueye,F,Kaolack,64,légumes
674,El Hadji Camara,M,Ziguinchor,32,riz
675,Sidy Dabo,M,Louga,20,haricot
676,Mamadou Lamine Diallo,M,Kaolack,60,sésame
677,Coumba Cissé,F,Louga,57,fruits
678,Mamadou Faye Balde,M,Louga,44,haricot
679,Mamadou Lamine Gueye,M,Sédhiou,64,mil
680,Mamadou Lamine Thiam,M,Ziguinchor,25,riz
681,Fatou Fall,F,Fatick,24,sésame
682,Mamadou Sow Bamba,M,Mbour,64,riz
683,Mamadou Gueye,M,Tambacounda,29,haricot
684,Abdoulaye Ndiaye,M,Tambacounda,47,igname
685,El Hadji Kane,M,Matam,42,igname
686,Babacar Cissé,M,Louga,20,igname
687,Mamadou Ndiaye Diallo,M,Thiès,46,fruits
688,Mamadou Sarr Camara,M,Saint-Louis,48,autres
689,Aminata Dieng,F,Thiès,64,haricot
690,Mamadou Lamine Kane,M,Thiès,54,mais
691,Mamadou Diagne,M,Sédhiou,50,légumes
692,helene Ndiaye,F,Matam,64,riz
693,Lamine Fofana,M,Fatick,49,autres
694,Maty Ndiaye,F,Dakar,53,arachide
695,Fatou Dieng,F,Saint-Louis,64,igname
696,Seynabou Koulibaly,F,Mbour,36,arachide
697,Adama Diop,F,Thiès,37,coton
698,Mariama Sow,F,Fatick,32,haricot
699,Coumba Bamba,F,Mbour,28,igname
700,Mariama Barry,F,Ziguinchor,64,haricot
701,Mamadou Sy,M,Matam,41,haricot
702,Adama Sy,F,Fatick,27,légumes
703,El Hadji Camara,M,Dakar,49,sésame
704,Mamadou Sarr Sall,M,Louga,43,manioc
705,Fatou Fofana,F,Kolda,49,légumes
706,Ousmane Diallo,M,Fatick,20,arachide
707,Mamadou Ndiaye,M,Ziguinchor,39,igname
708,Babacar Traoré,M,Matam,54,manioc
709,Babacar Sall,M,Tambacounda,53,arachide
710,Bineta Diallo,F,Sédhiou,59,sésame
711,Maty Sarr,F,Dakar,62,patate douce
712,Mamadou Sow Sy,M,Ziguinchor,46,fruits
713,Ousmane Keita,M,Saint-Louis,47,mais
714,Mamadou Toure,M,Kaolack,47,riz
715,Mamadou Toure,M,Tambacounda,26,fruits
716,Mamadou Sow Sow,M,Tivaouane,64,mil
717,Moussa Ndoye,M,Tivaouane,61,fruits
718,Coumba Camara,F,Ziguinchor,40,coton
719,Bineta Fall,F,Kolda,22,manioc
720,Mamadou Boubacar Camara,M,Saint-Louis,45,riz
721,Mariama Sow,F,Fatick,19,mil
722,Mamadou Boubacar Ndiaye,M,Tambacounda,50,autres
723,Cheikh Diallo,M,Fatick,56,coton
724,Aminata Keita,F,Diourbel,20,patate douce
725,helene Kouyaté,F,Kaolack,24,légumes
726,Aissatou Diakhate,F,Ziguinchor,18,riz
727,Abdoulaye Bamba,M,Tambacounda,36,haricot
728,Mamadou Lamine Bamba,M,Matam,32,mais
729,Mamadou Faye Thiam,M,Saint-Louis,57,fruits
730,Khady Gueye,F,Thiès,30,haricot
731,Lamine Sow,M,Ziguinchor,44,manioc
732,Modou Kane,M,Tambacounda,49,fruits
733,Sidy Koulibaly,M,Kaolack,38,arachide
734,Seynabou Diop,F,Tambacounda,63,arachide
735,Khady Keita,F,Diourbel,25,riz
736,Mariama Camara,F,Kolda,47,riz
737,Sidy Senghor,M,Diourbel,44,mil
738,Moussa Dabo,M,Sédhiou,27,coton
739,Seynabou Diakhate,F,Tambacounda,26,igname
740,Bineta Balde,F,Ziguinchor,32,sésame
741,El Hadji Gassama,M,Matam,51,légumes
742,Adama Sall,F,Sédhiou,55,arachide
743,Coumba Ba,F,Kaolack,64,autres
744,Ousmane Sow,M,Matam,45,patate douce
745,Maty Dieng,F,Kolda,22,fruits
746,Ndeye Gassama,F,Kaolack,61,igname
747,Rokhaya Fall,F,Sédhiou,50,sésame
748,Modou Faye,M,Fatick,55,sésame
749,Rokhaya Dieng,F,Dakar,65,mais
750,Rokhaya Diallo,F,Diourbel,31,fruits
751,Mamadou Boubacar Toure,M,Louga,28,riz
752,El Hadji Keita,M,Dakar,51,haricot
753,Mariama Gueye,F,Tivaouane,59,mais
754,El Hadji Dieng,M,Louga,56,arachide
755,Rokhaya Senghor,F,Thiès,22,haricot
756,Ousmane Diakhate,M,Sédhiou,34,légumes
757,Maty Toure,F,Diourbel,46,autres
758,Cheikh Diallo,M,Tambacounda,33,manioc
759,Aissatou Diouf,F,Saint-Louis,43,mil
760,Bineta Dabo,F,Ziguinchor,30,autres
761,Mamadou Faye Fall,M,Kaolack,62,patate douce
762,Abdoulaye Toure,M,Ziguinchor,44,patate douce
763,Mamadou Boubacar Gassama,M,Sédhiou,30,arachide
764,Mariama Diallo,F,Saint-Louis,33,mais
765,Fatou Gueye,F,Sédhiou,45,coton
766,Abdoulaye Kouyaté,M,Dakar,21,haricot
767,Aminata Cissé,F,Mbour,34,sésame
768,Mamadou Ndiaye Koulibaly,M,Dakar,37,coton
769,Rokhaya Barry,F,Matam,32,haricot
770,Rokhaya Sow,F,Dakar,22,mil
771,Khady Koulibaly,F,Kaolack,36,igname
772,Pape Diagne,M,Mbour,52,autres
773,Ousmane Gassama,M,Ziguinchor,41,autres
774,Mamadou Faye Bamba,M,Louga,22,sésame
775,Sidy Diallo,M,Kaolack,56,arachide
776,El Hadji Diop,M,Kolda,48,mil
777,Lamine Gueye,M,Kaolack,22,mais
778,Ibrahima Cissé,M,Ziguinchor,33,mais
779,Mamadou Lamine Ndoye,M,Mbour,56,manioc
780,Mamadou Ndiaye Senghor,M,Thiès,19,patate douce
781,Mamadou Sow Cissé,M,Ziguinchor,21,coton
782,Rokhaya Gassama,F,Mbour,21,sésame
783,Khady Diakhate,F,Matam,44,patate douce
784,Mamadou Ndiaye Kane,M,Diourbel,51,igname
785,Mamadou Faye Faye,M,Ziguinchor,59,sésame
786,Mamadou Lamine Sow,M,Kolda,23,arachide
787,Ibrahima Balde,M,Ziguinchor,27,autres
788,Rokhaya Koulibaly,F,Dakar,46,mais
789,Ousmane Sy,M,Tambacounda,27,patate douce
790,Mamadou Faye Kouyaté,M,Mbour,33,fruits
791,Mamadou Sarr Sow,M,Tambacounda,22,fruits
792,helene Barry,F,Mbour,23,igname
793,Ndeye Senghor,F,Kaolack,58,haricot
794,El Hadji Balde,M,Diourbel,29,patate douce
795,Adama Camara,F,Mbour,54,coton
796,Babacar Cissé,M,Tambacounda,31,arachide
797,Mariama Bamba,F,Louga,28,mil
798,Coumba Thiam,F,Tambacounda,51,fruits
799,Ousmane Fall,M,Tivaouane,35,patate douce
800,Maty Ndiaye,F,Diourbel,21,fruits
801,Pape Gassama,M,Louga,26,mais
802,Bineta Dieng,F,Thiès,54,fruits
803,Mamadou Lamine Fall,M,Kolda,56,fruits
804,helene Fall,F,Matam,57,arachide
805,Khady Ndoye,F,Tambacounda,65,riz
806,Bineta Keita,F,Mbour,38,mil
807,helene Kouyaté,F,Thiès,28,riz
808,Mamadou Diop Keita,M,Sédhiou,41,riz
809,Maty Dieng,F,Dakar,54,manioc
810,Coumba Diagne,F,Mbour,64,sésame
811,Sidy Cissé,M,Tivaouane,59,haricot
812,Pape Dabo,M,Dakar,25,arachide
813,helene Sarr,F,Fatick,46,coton
814,helene Gueye,F,Tambacounda,47,patate douce
815,Mariama Thiam,F,Tivaouane,35,légumes
816,Mamadou Ndiaye Faye,M,Kolda,46,patate douce
817,Rokhaya Toure,F,Dakar,56,mil
818,Cheikh Balde,M,Fatick,46,légumes
819,Modou Faye,M,Tambacounda,30,arachide
820,Ndeye Balde,F,Sédhiou,35,arachide
821,Mamadou Boubacar Sow,M,Thiès,59,mil
822,Mamadou Diop Bamba,M,Mbour,32,manioc
823,Adama Camara,F,Kolda,49,patate douce
824,Ibrahima Camara,M,Tambacounda,21,coton
825,Fatou Diakhate,F,Kaolack,53,igname
826,Fatou Diallo,F,Thiès,39,manioc
827,Mamadou Lamine Ndiaye,M,Thiès,64,mil
828,Aissatou Gassama,F,Matam,31,fruits
829,Ndeye Sall,F,Mbour,26,riz
830,Rokhaya Sow,F,Tivaouane,33,patate douce
831,Mamadou Lamine Dieng,M,Sédhiou,24,autres
832,El Hadji Balde,M,Saint-Louis,35,manioc
833,Rokhaya Thiam,F,Kaolack,21,patate douce
834,Ndeye Balde,F,Mbour,30,fruits
835,Mamadou Faye Gueye,M,Fatick,58,autres
836,Moussa Camara,M,Dakar,30,patate douce
837,Mamadou Sarr Sall,M,Saint-Louis,22,manioc
838,Mariama Sow,F,Kolda,20,mil
839,Mamadou Sarr,M,Fatick,29,autres
840,Khady Sow,F,Kolda,56,sésame
841,Mariama Diop,F,Matam,56,coton
842,Lamine Camara,M,Tivaouane,65,mil
843,Adama Camara,F,Thiès,51,haricot
844,Maty Diakhate,F,Saint-Louis,27,haricot
845,Maty Sarr,F,Matam,31,mil
846,Moussa Diouf,M,Ziguinchor,60,sésame
847,Mamadou Boubacar Keita,M,Dakar,51,mais
848,Mamadou Lamine Ndiaye,M,Matam,25,patate douce
849,Rokhaya Bamba,F,Kolda,19,fruits
850,Moussa Sy,M,Tivaouane,45,mil
851,Lamine Sow,M,Ziguinchor,32,mil
852,Coumba Diakhate,F,Tambacounda,45,manioc
853,Ousmane Kouyaté,M,Thiès,59,patate douce
854,Mamadou Faye Diallo,M,Sédhiou,33,coton
855,Ndeye Koulibaly,F,Dakar,24,sésame
856,Mamadou Faye Diouf,M,Matam,43,igname
857,Aissatou Diagne,F,Tivaouane,26,sésame
858,Mamadou Boubacar Koulibaly,M,Tambacounda,46,manioc
859,Mariama Sy,F,Tivaouane,48,coton
860,Mamadou Sarr Camara,M,Matam,58,fruits
861,Fatou Diouf,F,Diourbel,38,fruits
862,Mamadou Faye Faye,M,Kaolack,40,fruits
863,Adama Fofana,F,Sédhiou,56,arachide
864,Rokhaya Faye,F,Louga,34,sésame
865,Lamine Senghor,M,Dakar,53,autres
866,Coumba Kane,F,Tambacounda,21,sésame
867,Adama Dabo,F,Dakar,29,coton
868,Mamadou Faye Cissé,M,Tambacounda,36,sésame
869,Aminata Traoré,F,Mbour,37,haricot
870,Mariama Diakhate,F,Mbour,33,légumes
871,Sidy Sow,M,Saint-Louis,23,coton
872,Abdoulaye Diagne,M,Dakar,54,mais
873,Mariama Koulibaly,F,Fatick,49,manioc
874,Fatou Diop,F,Mbour,28,coton
875,helene Toure,F,Thiès,63,mais
876,Mamadou Sow Sow,M,Thiès,56,mil
877,Adama Diallo,F,Louga,23,igname
878,helene Barry,F,Ziguinchor,19,manioc
879,Pape Fofana,M,Kaolack,60,riz
880,helene Diallo,F,Tivaouane,28,sésame
881,Rokhaya Sarr,F,Diourbel,46,légumes
882,Aissatou Gassama,F,Thiès,57,mil
883,Fatou Bamba,F,Thiès,63,manioc
884,helene Koulibaly,F,Dakar,22,igname
885,Maty Camara,F,Sédhiou,48,manioc
886,Mariama Diallo,F,Mbour,41,igname
887,Moussa Camara,M,Tambacounda,50,légumes
888,Abdoulaye Camara,M,Mbour,25,manioc
889,Bineta Keita,F,Tivaouane,33,haricot
890,Aminata Thiam,F,Tambacounda,29,légumes
891,Mamadou Faye Barry,M,Diourbel,51,arachide
892,Lamine Sarr,M,Thiès,38,igname
893,Mariama Diallo,F,Mbour,18,mais
894,Mamadou Lamine Dieng,M,Diourbel,23,riz
895,Rokhaya Diop,F,Dakar,65,légumes
896,Mamadou Boubacar Balde,M,Sédhiou,55,patate douce
897,Ousmane Camara,M,Tivaouane,40,haricot
898,Aissatou Barry,F,Sédhiou,56,haricot
899,Mamadou Lamine Diallo,M,Tivaouane,29,sésame
900,Mamadou Sow Diouf,M,Tivaouane,45,haricot
901,Rokhaya Balde,F,Diourbel,32,riz
902,Abdoulaye Ndiaye,M,Ziguinchor,32,autres
903,Aminata Sy,F,Tivaouane,33,riz
904,Pape Sow,M,Matam,62,manioc
905,Maty Diallo,F,Tambacounda,37,légumes
906,Ibrahima Diallo,M,Kolda,38,mais
907,Coumba Barry,F,Matam,35,haricot
908,Seynabou Gassama,F,Matam,38,mil
909,Moussa Sarr,M,Ziguinchor,63,arachide
910,Rokhaya Ndoye,F,Tambacounda,58,arachide
911,Mamadou Boubacar Barry,M,Louga,53,patate douce
912,Mamadou Sow Ba,M,Diourbel,46,igname
913,Adama Sall,F,Diourbel,33,haricot
914,Modou Faye,M,Fatick,62,coton
915,Mariama Bamba,F,Kaolack,58,riz
916,Mamadou Sow Ndiaye,M,Tivaouane,39,haricot
917,Seynabou Thiam,F,Fatick,33,mais
918,Coumba Koulibaly,F,Diourbel,46,mil
919,Seynabou Gassama,F,Ziguinchor,55,légumes
920,El Hadji Barry,M,Mbour,46,igname
921,Mamadou Boubacar Camara,M,Dakar,42,légumes
922,Ousmane Bamba,M,Louga,61,mais
923,Sidy Keita,M,Sédhiou,20,coton
924,Coumba Toure,F,Ziguinchor,24,mil
925,Abdoulaye Ndoye,M,Saint-Louis,44,mil
926,Coumba Sow,F,Tambacounda,51,autres
927,Aissatou Ba,F,Tambacounda,49,patate douce
928,Mamadou Lamine Kane,M,Kolda,48,fruits
929,Ousmane Dabo,M,Kaolack,35,fruits
930,Coumba Fall,F,Matam,38,igname
931,Mamadou Sow Gassama,M,Dakar,46,mais
932,Mamadou Sarr Balde,M,Tivaouane,22,haricot
933,Abdoulaye Gueye,M,Saint-Louis,56,sésame
934,Mamadou Sarr Diallo,M,Matam,44,patate douce
935,helene Ndiaye,F,Tambacounda,44,sésame
936,Mamadou Sarr Diop,M,Fatick,44,fruits
937,Mamadou Faye Senghor,M,Sédhiou,36,haricot
938,El Hadji Sow,M,Thiès,47,sésame
939,Modou Thiam,M,Louga,49,igname
940,Mamadou Boubacar Diagne,M,Louga,44,mil
941,Seynabou Keita,F,Kolda,61,igname
942,Aissatou Thiam,F,Dakar,18,coton
943,Aminata Ba,F,Ziguinchor,35,fruits
944,Coumba Thiam,F,Kaolack,26,sésame
945,Ndeye Thiam,F,Diourbel,45,mil
946,Mamadou Sarr Kane,M,Dakar,56,légumes
947,Khady Keita,F,Sédhiou,39,riz
948,Seynabou Ba,F,Louga,23,manioc
949,Ndeye Diagne,F,Thiès,40,arachide
950,Mamadou Lamine Diop,M,Tivaouane,47,fruits
951,Mariama Ndoye,F,Fatick,59,coton
952,Mamadou Bamba,M,Mbour,56,mil
953,Mamadou Ndiaye Diouf,M,Dakar,43,patate douce
954,Ndeye Barry,F,Ziguinchor,22,arachide
955,Cheikh Sall,M,Kolda,40,légumes
956,Mamadou Sow Sarr,M,Thiès,26,sésame
957,Mamadou Lamine Gueye,M,Thiès,40,manioc
958,Lamine Cissé,M,Diourbel,50,coton
959,Aissatou Ba,F,Ziguinchor,52,légumes
960,Fatou Dieng,F,Louga,46,autres
961,Maty Sow,F,Mbour,48,autres
962,Lamine Sow,M,Mbour,60,riz
963,Fatou Koulibaly,F,Dakar,26,sésame
964,Coumba Diakhate,F,Kaolack,47,légumes
965,Mariama Traoré,F,Diourbel,45,autres
966,Rokhaya Diagne,F,Mbour,42,riz
967,Mamadou Gassama,M,Fatick,25,sésame
968,Mamadou Sow Gueye,M,Matam,58,coton
969,Mamadou Diop Sow,M,Kolda,55,mais
970,Mamadou Lamine Diakhate,M,Matam,25,légumes
971,El Hadji Ndiaye,M,Saint-Louis,50,autres
972,Ndeye Diouf,F,Thiès,37,mais
973,Pape Sow,M,Louga,60,mais
974,Moussa Barry,M,Tivaouane,55,manioc
975,Aminata Traoré,F,Thiès,64,sésame
976,Aminata Faye,F,Kolda,42,autres
977,Cheikh Ndoye,M,Kaolack,33,haricot
978,Mamadou Sarr Diop,M,Kolda,26,sésame
979,Aissatou Diagne,F,Tambacounda,56,arachide
980,Coumba Diagne,F,Diourbel,62,légumes
981,Ousmane Diagne,M,Mbour,35,autres
982,Sidy Diop,M,Ziguinchor,49,mil
983,Pape Fall,M,Ziguinchor,55,riz
984,helene Sow,F,Matam,64,mais
985,Maty Diagne,F,Diourbel,20,haricot
986,Mamadou Boubacar Barry,M,Louga,59,sésame
987,Ndeye Sow,F,Kaolack,49,légumes
988,Coumba Bamba,F,Saint-Louis,45,sésame
989,Aminata Faye,F,Diourbel,19,coton
990,Mamadou Ndiaye Keita,M,Tivaouane,42,haricot
991,Mamadou Lamine Toure,M,Sédhiou,53,autres
992,Rokhaya Bamba,F,Tivaouane,36,autres
993,Pape Gueye,M,Ziguinchor,44,manioc
994,Seynabou Balde,F,Fatick,41,sésame
995,Fatou Sarr,F,Tambacounda,52,légumes
996,Ndeye Diagne,F,Mbour,19,manioc
997,Pape Balde,M,Kolda,36,manioc
998,Mariama Diouf,F,Diourbel,51,arachide
999,Ndeye Ndiaye,F,Fatick,29,arachide
1000,Aissatou Sall,F,Dakar,58,mais
1001,Mamadou Barry,M,Ziguinchor,35,igname
1002,Khady Sarr,F,Matam,33,légumes
1003,Seynabou Camara,F,Louga,51,sésame
1004,Fatou Sarr,F,Louga,56,riz
1005,Aissatou Cissé,F,Kaolack,39,fruits
1006,Mamadou Gassama,M,Saint-Louis,46,igname
1007,Mamadou Sarr Diakhate,M,Thiès,30,haricot
1008,Pape Dieng,M,Tambacounda,59,coton
1009,Fatou Diop,F,Kolda,21,arachide
1010,Aissatou Camara,F,Saint-Louis,58,sésame
1011,Mamadou Ndiaye Sall,M,Tivaouane,24,patate douce
1012,Aminata Sow,F,Louga,57,haricot
1013,Mamadou Ndiaye Bamba,M,Diourbel,44,patate douce
1014,Mamadou Barry,M,Saint-Louis,24,arachide
1015,Mamadou Lamine Toure,M,Tambacounda,37,sésame
1016,Mariama Dieng,F,Mbour,58,mil
1017,Adama Camara,F,Ziguinchor,41,sésame
1018,Aissatou Dabo,F,Dakar,64,sésame
1019,Fatou Kane,F,Kolda,60,autres
1020,Mamadou Diop Diakhate,M,Tambacounda,64,igname
1021,Ndeye Diallo,F,Sédhiou,52,mais
1022,Adama Faye,F,Diourbel,22,mais
1023,Lamine Gueye,M,Kaolack,31,fruits
1024,Moussa Diop,M,Thiès,40,mil
1025,Mamadou Boubacar Faye,M,Kolda,45,igname
1026,helene Koulibaly,F,Mbour,24,mil
1027,El Hadji Balde,M,Kaolack,54,légumes
1028,Mamadou Faye Camara,M,Tambacounda,50,patate douce
1029,Coumba Diagne,F,Kaolack,54,autres
1030,Coumba Dabo,F,Dakar,55,légumes
1031,Mamadou Lamine Dieng,M,Ziguinchor,39,légumes
1032,Mamadou Ndiaye Fall,M,Matam,57,manioc
1033,Mamadou Faye Thiam,M,Kolda,59,sésame
1034,Khady Fall,F,Kolda,41,riz
1035,Khady Faye,F,Tivaouane,39,mais
1036,helene Bamba,F,Sédhiou,49,sésame
1037,Aminata Fall,F,Matam,41,igname
1038,helene Ndiaye,F,Mbour,65,patate douce
1039,Maty Sarr,F,Thiès,24,manioc
1040,Modou Diallo,M,Dakar,37,autres
1041,Aissatou Koulibaly,F,Tivaouane,59,haricot
1042,Mamadou Diop Camara,M,Sédhiou,44,coton
1043,Abdoulaye Thiam,M,Kolda,21,mil
1044,Babacar Camara,M,Tivaouane,32,riz
1045,Rokhaya Faye,F,Diourbel,50,coton
1046,Aminata Diallo,F,Mbour,40,riz
1047,Maty Fall,F,Fatick,58,patate douce
1048,Mamadou Lamine Dabo,M,Dakar,51,légumes
1049,Abdoulaye Senghor,M,Tivaouane,62,fruits
1050,helene Toure,F,Kolda,25,patate douce
1051,Aminata Gassama,F,Louga,30,igname
1052,Mariama Thiam,F,Ziguinchor,21,autres
1053,Khady Diagne,F,Mbour,58,igname
1054,Ndeye Diallo,F,Matam,40,fruits
1055,Seynabou Dieng,F,Saint-Louis,23,autres
1056,Aminata Thiam,F,Dakar,20,haricot
1057,Bineta Fofana,F,Matam,43,patate douce
1058,Khady Thiam,F,Thiès,50,riz
1059,Ndeye Diakhate,F,Louga,50,manioc
1060,Mamadou Boubacar Keita,M,Matam,21,manioc
1061,Ndeye Sow,F,Ziguinchor,27,sésame
1062,Mariama Fall,F,Kolda,56,patate douce
1063,Khady Sy,F,Fatick,27,coton
1064,Babacar Ba,M,Kolda,29,arachide
1065,Cheikh Faye,M,Kaolack,48,patate douce
1066,Mamadou Sarr Dabo,M,Matam,45,mais
1067,Moussa Gassama,M,Tambacounda,40,mil
1068,Bineta Senghor,F,Tambacounda,65,igname
1069,El Hadji Diouf,M,Louga,59,légumes
1070,Cheikh Sall,M,Thiès,60,fruits
1071,Lamine Koulibaly,M,Fatick,56,patate douce
1072,Modou Kane,M,Tivaouane,30,mil
1073,Lamine Diagne,M,Dakar,60,mais
1074,Maty Thiam,F,Kolda,56,manioc
1075,Rokhaya Fall,F,Tivaouane,26,patate douce
1076,Mamadou Lamine Balde,M,Mbour,30,légumes
1077,Maty Diouf,F,Thiès,24,patate douce
1078,Sidy Diallo,M,Sédhiou,57,riz
1079,helene Sow,F,Louga,63,manioc
1080,Mamadou Sow Sow,M,Sédhiou,31,sésame
1081,Coumba Ba,F,Mbour,24,manioc
1082,Ibrahima Cissé,M,Diourbel,58,arachide
1083,Coumba Diakhate,F,Matam,41,arachide
1084,El Hadji Bamba,M,Kolda,20,mil
1085,Mamadou Ndiaye Sarr,M,Kolda,48,haricot
1086,Mamadou Faye Koulibaly,M,Diourbel,51,mais
1087,Adama Camara,F,Tambacounda,28,riz
1088,Pape Faye,M,Ziguinchor,61,autres
1089,Maty Diop,F,Fatick,20,arachide
1090,Abdoulaye Barry,M,Kaolack,62,sésame
1091,Khady Kane,F,Tambacounda,30,riz
1092,Bineta Diagne,F,Mbour,24,sésame
1093,Mamadou Sow Kouyaté,M,Tambacounda,52,manioc
